job_description_length,benefits_score,salary_usd
997,5.1,138749
698,7.8,151433
522,5.4,113027
2206,6.3,75238
1081,6.4,181300
2169,9.4,180520
2478,7.9,60195
2404,9.4,85237
651,7.0,120221
1141,9.8,196214
2131,7.3,132988
2381,6.8,77664
1437,8.6,148890
2096,9.5,95335
1377,5.8,60390
646,7.9,113740
1158,9.5,107116
1611,9.0,116275
984,5.6,75695
2226,8.8,123821
2497,5.6,220673
752,6.3,69580
1789,6.1,64614
1527,6.9,100944
761,7.4,35266
1102,7.8,79263
680,7.7,94630
2383,7.5,290745
1377,10.0,177261
970,5.9,79754
2187,5.7,179275
1448,8.0,120982
1633,8.3,56033
1479,9.9,43195
1994,6.3,95245
1211,5.1,68796
1087,6.4,236279
2112,5.6,67944
1632,8.6,89810
1764,7.7,153315
1464,8.4,205401
2381,9.8,57780
777,6.8,110762
1818,7.8,157791
1219,8.6,146629
1845,7.4,67825
1898,8.6,53522
1150,9.1,96556
1648,5.7,161008
2269,9.6,71917
510,5.3,143195
772,8.2,135878
1596,7.8,58123
1167,7.5,85459
2353,5.7,188011
617,6.1,76608
1983,8.5,87288
1545,8.3,114472
1165,6.1,115293
2128,9.5,85770
1151,9.8,153843
2109,8.8,119824
1029,9.3,88480
2162,8.8,86607
902,5.8,185098
1250,5.1,42629
2437,5.8,73796
1740,7.9,145709
686,7.6,153383
1685,6.3,138997
1383,7.3,52674
1299,5.1,46073
1232,9.1,143115
1717,5.9,133093
655,5.9,99958
1322,9.6,100906
1999,7.3,73621
785,5.8,131785
1539,8.4,302166
589,7.7,230443
2097,8.8,52678
1009,8.2,219188
1928,8.2,63772
1638,7.5,63461
1340,7.5,125077
1193,6.3,157223
1605,9.0,216895
1863,6.8,133507
1585,8.9,207722
1685,7.0,91743
881,6.5,87600
1284,9.5,78893
800,6.9,139691
2412,6.7,71086
1489,5.8,38307
1164,7.3,236250
1633,9.5,94410
1636,5.3,239612
602,9.6,49846
2105,8.8,90589
1331,7.5,75857
703,8.9,229106
1648,8.8,226048
1298,5.1,74551
1958,7.1,209614
2499,8.3,62202
1269,5.5,76226
1062,8.2,186638
1842,6.0,275375
765,5.1,59693
827,8.9,72671
547,9.2,103897
1857,9.1,101567
2286,6.1,74940
1862,7.0,204444
2308,6.4,264606
1102,7.6,170883
529,8.5,152247
2288,8.7,75029
1285,6.9,44910
1515,10.0,57794
2040,8.3,155551
1410,9.3,185612
874,5.9,69810
2217,8.1,108934
1731,9.8,116867
581,8.2,107417
1259,6.8,60938
1740,9.3,228287
1673,8.9,149332
1825,9.5,101212
1343,5.9,136111
2392,8.7,106323
763,5.7,156650
1132,7.2,137174
1189,6.1,106794
1826,7.1,229594
2296,7.6,72245
1418,8.6,154453
2472,5.1,64086
2003,6.3,101108
626,6.0,88469
1737,5.5,111556
1717,7.8,95017
1534,8.7,98367
1976,5.2,92735
1236,8.6,135039
1285,9.3,205457
1287,5.6,86892
1780,5.7,100067
2053,6.1,86435
1673,7.0,69261
2261,8.7,187635
1563,7.4,150751
533,8.4,117003
1383,8.5,81733
1543,8.3,187345
1646,7.2,143200
571,6.7,68868
1962,5.4,79844
1832,6.6,158799
2140,5.6,125614
1939,5.3,104482
751,6.9,196895
1400,6.3,133125
1745,8.9,182420
1536,5.8,151509
1882,6.8,69352
1194,6.9,45522
1359,8.8,43570
2083,7.5,98915
1749,6.9,132893
816,9.8,97204
634,5.7,127523
757,6.2,89735
1489,5.8,97385
2313,7.8,52180
2378,6.6,233176
543,9.3,151930
1476,5.7,166632
1320,6.0,100715
616,5.5,74580
1771,5.8,120355
1977,7.4,129835
1147,8.4,143095
558,6.1,162582
1661,6.0,66995
594,8.8,99477
998,5.3,159574
1213,7.5,23228
1019,6.8,173217
2425,8.4,80075
2030,5.8,55361
1971,5.9,93720
1170,6.0,103590
858,5.3,166505
1490,9.1,150946
1976,5.3,218604
523,6.0,201864
1416,5.2,77414
730,5.5,128494
572,8.7,120539
1857,5.9,60570
1245,8.8,88260
2279,8.7,78518
1358,6.1,97759
1588,9.7,92686
1812,6.5,109730
953,5.8,61314
1840,8.0,34450
1987,8.8,104797
683,9.4,143973
818,5.6,60516
1718,5.9,110800
1461,5.4,83576
766,5.7,150796
1888,10.0,67072
2215,6.4,51985
2320,5.5,110993
1036,7.7,94069
726,5.8,146889
1994,9.9,155346
1082,9.7,124124
1011,7.7,137231
2066,5.7,45728
1539,8.3,61291
2228,6.7,64443
1753,8.3,66409
1627,5.0,76025
1249,5.6,211009
1985,7.3,154995
782,8.5,44675
1861,5.7,87124
1697,9.0,122808
1052,9.2,133625
2129,7.3,71366
972,8.5,123920
1135,6.4,134233
1402,8.9,109561
2238,5.7,71713
878,8.0,58752
1000,8.5,118460
1871,8.0,82449
1556,8.2,80025
818,7.2,221861
2236,5.1,284268
1173,9.2,171547
1871,5.7,323208
1427,7.0,113656
2268,8.4,77152
1899,6.6,222207
2236,7.5,196407
2145,9.7,27068
564,6.7,99789
2474,5.0,157360
764,6.3,73368
2002,8.4,130971
2063,6.8,42371
1721,8.2,96446
1765,5.8,253346
1448,5.1,210688
1065,6.7,20088
890,5.5,115869
631,8.4,27041
2432,6.4,133722
980,5.1,75208
2235,7.4,109705
538,7.0,55926
975,9.4,154681
556,9.2,72975
1732,7.0,122344
737,9.5,78706
2075,6.2,87488
1706,6.6,109945
2140,6.4,128555
1439,8.8,83558
1925,9.6,59257
1516,8.5,211226
1024,8.5,58429
799,6.5,30008
1042,9.3,63440
1077,8.2,75902
516,7.9,212552
878,9.8,105830
1795,7.2,82250
960,7.2,106488
1965,6.0,147509
1355,9.2,107129
1088,6.4,263994
2345,5.2,115888
2176,8.6,183653
1776,8.5,136651
2319,6.5,138663
1929,7.2,156452
1514,8.5,91988
1384,9.9,170809
1838,8.7,102306
1482,7.9,66585
1924,9.6,207692
1043,10.0,129361
760,9.3,97125
1883,9.8,97060
2372,7.1,69840
1934,6.7,86753
2276,8.7,120164
1004,8.3,63400
1304,7.9,195225
1260,5.3,121448
733,9.1,127574
2062,8.5,28917
1276,8.5,175601
2208,9.7,110916
2013,5.2,93983
1045,7.1,323422
2445,9.2,179355
837,5.9,85532
974,8.9,44071
1011,6.9,130737
2092,7.6,147663
2398,6.5,269175
1392,9.8,152150
2011,7.6,18965
2330,9.2,293774
1469,6.8,116082
1159,8.0,55542
2025,9.8,136996
1325,9.7,79319
902,9.8,105493
1976,8.9,58931
729,5.7,269865
1970,5.9,94339
1295,6.3,295017
2199,7.9,101293
2105,5.5,32078
956,8.2,99238
1298,8.2,87032
2324,9.8,156773
1197,8.6,61019
1099,8.0,70543
1258,9.7,65930
793,7.0,61443
1261,9.2,389007
1138,8.4,76813
1508,7.0,98906
860,6.0,74348
1786,8.6,91122
2314,9.5,185096
2479,7.7,94648
724,6.2,81723
1202,9.4,249442
2448,6.5,111472
2009,8.4,107982
2356,8.8,106322
2414,6.3,97096
2022,6.6,71329
636,7.7,204502
1984,8.4,78540
2251,8.7,102696
1303,5.4,140672
2186,7.7,306231
1412,6.5,79751
905,7.5,59536
1637,8.5,217273
1196,5.2,61375
1663,9.1,84104
1847,5.7,119885
2282,8.6,49872
970,5.9,83785
2397,9.9,47263
1455,5.5,82949
2146,5.6,85674
507,5.8,66353
814,6.9,169078
1918,7.7,181932
705,5.2,93368
1251,6.3,112677
1136,6.7,145606
640,7.1,60885
1725,7.0,53376
544,8.3,75818
1973,7.0,99061
661,8.1,107756
1592,7.2,75125
578,9.1,96840
1565,9.9,78676
767,7.4,206627
2330,7.3,74509
1029,7.6,147081
2385,8.7,148813
1321,6.4,194557
1499,6.4,220707
1079,8.8,83907
1030,7.1,203429
667,6.9,121903
2187,7.1,97513
548,9.6,229343
1245,7.3,135831
1540,5.1,229897
1850,9.3,75572
1652,6.6,160993
820,5.6,81776
507,7.4,81570
535,7.2,93162
640,6.2,227631
2251,6.9,131380
552,8.7,33242
1602,7.0,336599
2499,5.5,132545
1527,7.8,300635
999,7.1,94953
1289,5.0,178775
1659,7.9,74369
1617,6.8,75798
762,9.2,186114
1137,6.4,95648
1430,7.7,359202
1703,7.3,76073
1697,5.1,49705
1231,6.1,98961
1551,5.2,73832
2115,7.8,209012
608,6.3,114933
987,9.7,127420
2346,8.4,144510
1691,8.9,99445
2009,7.1,101862
1157,8.2,54758
569,6.7,93957
1806,6.3,184257
909,8.6,65196
1313,5.9,121164
1816,9.2,93873
2328,6.2,148307
1526,9.6,145377
862,9.3,42525
1490,8.2,282434
2279,8.1,209133
1827,8.0,250333
2275,7.5,174979
600,6.6,101837
1615,8.2,109223
1020,6.1,160180
1410,6.8,52809
2264,9.8,218360
1801,8.3,99844
928,6.4,191537
1054,5.5,225775
1114,8.9,83618
1951,8.1,167785
1184,6.8,25456
2326,9.2,109322
1995,10.0,100260
833,5.0,111999
1022,6.7,70798
1557,6.9,75569
1685,5.6,173910
2246,5.6,234620
626,5.5,54313
531,9.2,223033
2222,9.2,235007
2333,8.6,68349
1368,5.8,88924
664,8.2,107723
2445,5.5,100120
645,5.7,52959
1539,5.8,88552
963,5.9,152649
686,6.8,89988
2056,8.4,91107
1950,6.9,144476
1879,9.9,161347
2013,9.6,140235
1949,8.6,148219
2256,5.8,105601
1701,7.2,64809
2113,9.1,78106
1424,7.3,60250
2397,7.9,54773
1329,5.9,111174
631,7.1,67798
1318,8.1,124429
1899,6.2,61446
782,7.7,166025
1775,5.6,200365
1038,6.4,68661
1680,6.5,128591
2176,9.9,90540
628,7.9,98359
2166,9.6,60172
2287,8.0,59702
1335,5.6,231158
1976,6.2,56253
1415,9.7,66100
2402,8.5,43269
2260,6.9,87445
574,7.0,125861
2328,5.7,218971
1469,7.6,192168
576,8.3,159792
1732,7.4,228879
1984,6.2,213850
2282,6.1,161935
1573,8.8,46071
1215,5.5,138140
1620,7.2,40218
1729,6.4,69695
1316,6.3,87123
715,7.3,88198
1398,9.8,64179
754,6.4,85336
1439,8.6,83626
1252,6.1,103151
1534,10.0,71248
590,6.8,85197
1515,9.8,48680
1557,8.3,104442
851,5.9,108808
1598,8.2,222268
909,6.3,69400
551,8.4,146017
1880,6.0,128715
1924,6.9,291772
2075,5.3,88229
2338,6.0,125238
2109,9.5,59375
2127,9.4,200898
1846,8.8,70777
1269,8.2,174280
2323,7.6,83034
2395,6.7,80523
601,9.8,85363
1101,8.4,84635
716,7.4,92637
596,9.9,135123
1055,9.1,73693
1507,7.1,62151
815,5.8,107829
1153,5.7,149913
2235,5.2,147367
962,7.3,143496
605,6.3,265331
2384,5.7,72261
969,7.7,255237
567,8.0,61670
2339,6.7,92113
859,7.4,291884
2024,9.9,180243
1222,8.6,57135
1770,5.8,109488
922,6.9,124520
1260,7.7,127767
1697,6.8,80406
1382,9.6,82023
514,8.0,128543
1422,6.4,75558
501,7.4,72192
2001,8.9,68382
1613,7.5,37162
2203,9.5,90745
1625,8.4,68389
839,8.4,52150
1675,6.1,70856
1246,8.0,70901
1206,9.7,18392
1006,9.8,72083
2448,8.5,80363
1183,9.4,81508
1626,5.9,58680
1388,9.8,127110
2081,6.0,35777
1015,8.2,137961
1208,6.4,93307
1635,7.5,90828
1949,7.8,42637
674,5.9,183463
1345,8.7,110858
640,8.1,187012
2448,5.1,267395
2046,8.4,49037
1911,8.1,231031
1989,7.9,265453
2265,7.7,82540
1666,8.1,126029
2078,8.4,224510
1596,7.1,76405
984,7.8,57273
1491,7.0,78816
1470,7.5,129597
1545,6.5,78527
623,8.0,147701
2444,7.1,124500
1079,5.6,30093
755,5.8,95154
2241,6.7,125964
1680,9.0,234668
759,6.9,72375
523,7.5,199511
538,8.9,82707
1323,5.9,49846
1757,6.8,231076
2287,6.2,150796
1076,8.3,116702
1891,7.8,127076
1650,8.0,138133
1763,7.2,72519
950,9.1,202605
1715,5.9,147327
810,8.6,35455
1079,7.0,85603
2480,8.9,174323
2000,8.5,138386
1636,9.1,86425
2438,9.2,79209
692,6.2,93206
1696,5.9,183144
1758,8.1,115035
2451,7.5,52046
1230,9.1,27042
2300,9.2,69140
1069,8.0,54144
920,6.4,102140
1058,7.1,159981
944,6.2,52315
2270,9.9,174231
2310,6.1,97169
1811,5.8,143744
978,7.8,112243
2393,7.7,127387
1299,8.4,131304
1167,8.2,71777
764,7.6,116676
901,9.1,126226
624,7.8,82894
1600,8.4,38746
511,9.4,92661
854,5.1,62143
2442,5.3,176385
836,5.3,81358
712,9.0,78489
1530,8.0,157109
2485,8.0,154305
820,6.9,61309
1473,9.1,189613
1843,6.3,214403
1185,8.9,133222
2330,5.2,62909
2174,9.3,19343
1579,5.6,222547
1013,5.8,234130
1203,7.3,215309
764,8.2,72372
1020,6.5,167429
1921,6.1,171432
1728,6.4,162301
2005,9.2,106745
1702,6.2,169009
1480,6.3,233941
1610,9.6,179620
2114,9.0,128589
2438,7.0,76779
1526,6.6,114807
2035,6.8,126904
1222,6.2,23823
1623,9.9,91085
1683,8.9,123889
1427,6.0,116702
2473,5.2,114453
665,5.1,127753
1660,8.8,279320
2499,9.3,193375
2100,7.8,199737
1656,9.8,53228
1166,8.1,124669
842,9.6,139094
1091,8.0,103028
2280,9.0,140713
1924,9.2,93762
905,5.2,60042
1182,9.1,125462
769,7.3,79766
1467,8.0,63995
2065,9.8,67575
2210,7.4,180825
1897,8.6,46588
2485,9.0,70840
1534,5.3,40656
1516,6.1,50149
1434,7.4,128622
1156,5.5,100866
2349,8.4,98292
834,7.9,77362
1560,5.7,78850
552,8.6,87737
1349,5.5,91614
1629,9.9,186919
1608,7.5,70265
1157,7.4,45732
2302,7.7,36182
1763,7.4,64887
1074,7.6,309181
1929,7.2,93055
567,6.9,186453
1842,6.9,83203
1547,9.3,188584
2163,9.1,121863
1508,9.8,53043
1624,9.9,105766
1126,7.4,127422
987,5.4,274301
568,7.7,107589
2321,7.3,68293
2319,9.9,257050
2285,6.8,154708
1268,6.9,80788
1317,5.2,117314
989,5.6,117690
2395,8.6,214411
1971,9.8,155700
1018,9.4,111686
2396,5.1,65656
906,7.2,85926
1014,5.4,130166
660,7.8,132900
2028,5.2,156100
1712,6.4,133627
1496,7.5,88478
519,6.5,212608
903,9.7,58073
1090,5.6,91448
647,7.6,95900
1108,6.7,179096
1306,9.4,59907
943,5.8,67233
2130,6.0,203674
1018,9.9,113013
1926,9.1,239650
2032,8.2,237855
1034,8.4,90048
1593,10.0,103593
1227,7.1,118005
1269,6.0,102645
2216,8.2,213544
1765,6.3,99231
949,6.5,189940
678,8.7,97410
2448,9.3,115419
2257,8.5,55421
1057,7.6,174114
1841,7.9,223978
2389,6.4,239199
2214,7.1,82844
2372,7.1,122977
850,5.0,113326
1326,6.0,90965
670,5.9,134158
2107,6.4,62279
572,9.8,201716
1770,9.4,165043
1278,7.7,95834
1547,7.0,131818
2077,6.9,86510
1789,5.2,83243
1601,7.4,76490
717,9.5,239503
1429,8.8,159699
1630,8.3,127190
2268,8.9,61030
1519,5.4,30719
1717,7.2,322323
850,6.6,239858
2232,6.8,90256
1593,6.8,96346
1054,8.4,227082
2161,9.6,174649
881,5.9,244243
2467,6.9,140294
2245,8.1,125410
1720,9.7,102002
1856,8.8,70722
2021,6.4,92261
2374,5.0,84465
2319,6.5,73370
1217,9.4,125995
1024,9.7,109740
2446,7.8,126186
543,9.3,114618
971,9.5,194158
903,6.7,68896
2386,7.6,179602
874,6.6,197099
2455,7.2,63579
1492,5.1,141152
1025,9.4,96134
1870,6.8,127024
1533,5.2,145838
2324,6.5,130985
2052,5.5,154058
1877,6.9,97591
638,9.3,271305
1500,7.7,98409
747,8.3,148798
1232,7.6,279602
582,9.9,95686
2144,5.5,64322
1479,6.7,136594
1302,8.8,82693
591,6.5,153976
1575,5.5,139600
1346,5.6,249090
1140,7.5,40276
920,5.0,72904
1592,8.3,64042
1529,9.7,305717
620,8.6,85542
2251,6.6,62229
1927,7.5,183034
1539,7.2,77261
661,6.9,101020
1102,7.8,76948
2087,5.4,81536
1619,6.4,95198
2074,9.8,164093
1142,9.1,140767
662,5.8,102336
1940,7.0,58994
2071,7.0,51117
1950,8.5,82013
936,8.9,204881
1019,6.5,78751
1707,9.0,130461
1419,5.3,83311
2040,8.5,57136
1628,9.1,109478
2421,6.1,86990
1893,5.8,241562
1489,7.5,21704
779,5.9,88065
1036,7.7,52913
1973,6.4,60550
1916,9.1,57164
1055,6.4,196044
1523,7.2,205349
2215,5.3,141845
1284,6.3,111688
2344,10.0,68031
2383,6.7,107527
865,7.3,181374
1248,9.6,118961
1169,8.6,52835
1371,9.1,70673
1297,5.5,94570
2215,6.2,64693
900,7.4,191853
2116,9.0,114269
935,9.8,269818
1887,7.3,120069
2433,6.4,86504
1747,5.2,120570
600,9.6,184942
1551,5.3,89220
2443,8.6,134492
796,7.2,137903
1916,5.9,139031
1250,6.2,202153
1593,6.0,71668
1637,8.0,89404
2127,9.5,145615
1223,5.3,207813
1866,6.3,142528
1548,7.5,68097
659,8.8,224311
880,6.1,114501
1602,9.2,65825
954,7.6,196121
922,5.0,94824
2216,8.1,48808
1993,7.6,119252
1677,8.1,77771
1764,6.9,106474
2214,8.9,233835
1939,8.9,95754
2019,5.3,111708
1071,9.6,263271
1970,8.9,201498
1920,5.9,98345
1151,8.8,47321
1934,9.5,76662
1019,5.6,135115
2321,7.6,95343
1853,6.7,19877
2341,9.6,120340
715,7.8,105495
2121,8.5,23760
2240,6.8,81420
2148,7.7,117907
1390,8.5,96703
1219,5.6,64544
1092,9.9,113782
2100,5.6,128270
2111,9.3,65592
993,8.7,54617
994,6.1,82192
1850,6.7,81981
1652,8.0,76034
2290,9.1,24952
1117,7.4,44314
1302,6.3,160046
2360,7.6,224937
991,6.4,69057
1022,5.6,65525
946,6.2,231770
1985,7.6,189743
1018,5.7,84046
2304,8.0,58018
2277,5.1,82096
601,9.5,228962
1908,7.9,59789
1374,6.3,65661
2192,5.7,192079
639,8.4,98259
1446,7.0,152980
2084,9.1,52672
2404,9.6,22389
797,8.8,62477
1782,6.9,76545
976,6.5,86947
555,7.4,83441
2004,6.7,300340
656,5.1,149207
2146,5.6,160666
1729,8.0,150614
1912,9.4,55468
2132,8.7,106627
2187,9.4,151032
710,5.4,62996
2212,5.3,124463
2444,8.4,84011
2373,9.7,108909
1572,8.5,117099
734,7.0,243649
746,9.7,85139
933,6.5,149890
2089,9.4,72866
1064,6.8,26722
2184,5.4,169001
708,9.3,71514
883,6.9,128232
674,7.4,58091
1625,8.8,63424
2347,6.6,65363
1159,6.4,54587
1616,8.6,248642
1565,7.8,64401
1362,9.3,92513
1106,7.8,238453
2447,7.6,99160
2240,6.5,248599
1905,5.0,236767
609,8.5,110782
2008,9.9,302161
1238,9.7,146187
712,6.2,94634
1191,5.4,115988
1757,7.2,192776
2019,7.9,33869
1156,8.5,77360
602,5.4,236119
1081,5.7,99743
1223,5.8,92399
2429,7.4,110170
1898,5.9,198925
2240,8.1,170795
1989,7.5,152232
1331,6.8,308244
1849,6.6,58771
680,7.1,69542
1798,7.7,99141
1199,8.8,115731
1492,9.9,73001
1776,7.6,354384
1282,8.2,89933
2297,8.6,165985
663,7.3,84231
686,6.2,123845
1953,9.3,272008
2070,6.4,338395
821,9.4,104347
2013,5.7,129907
2359,7.6,75071
883,6.6,89718
522,6.3,123663
1496,9.3,232491
2248,8.6,54167
2460,6.6,89079
961,8.8,194970
1740,7.2,228547
2193,8.6,52055
1122,8.4,57328
1291,7.4,52301
953,9.5,23552
2293,6.8,135585
770,8.7,281620
836,6.9,158612
734,8.8,104480
857,5.1,50599
763,5.8,74316
1257,6.5,91016
725,7.6,83508
1489,6.9,54579
1636,10.0,147819
801,7.3,85094
1893,6.0,18730
659,6.6,89305
1645,6.6,67597
563,7.4,67427
533,8.2,80525
2228,9.9,73119
728,9.6,76899
1285,5.3,71826
1879,6.0,101327
1075,5.2,69083
2010,7.2,90930
632,5.8,124784
644,7.1,112554
2136,7.2,138859
1084,6.8,155807
1987,8.1,70709
505,9.5,20948
1872,9.6,128719
1480,6.1,73053
2464,8.9,127282
1036,6.2,195816
956,5.7,169752
1935,5.5,105502
1596,9.5,112014
1479,8.2,247688
1666,6.3,74961
2021,9.5,115927
2418,5.9,60784
865,9.4,88808
651,8.3,147363
1743,9.3,49188
594,7.9,159673
2388,7.3,113403
1964,9.9,101965
2012,7.1,75727
528,5.5,64011
877,7.6,108796
1540,5.5,235070
2493,8.8,180679
887,7.9,151818
1290,6.3,106856
1077,6.0,108490
1725,5.5,71874
1807,8.3,202910
718,5.9,118893
1975,7.1,90747
936,5.8,55913
572,9.1,321130
1758,7.0,48284
1265,9.3,93069
652,8.7,154216
1584,9.0,212745
1977,5.7,148725
613,6.9,214868
1626,7.6,48192
1454,6.6,53715
2420,9.3,79419
1299,8.1,189251
1366,9.2,82862
1963,5.8,312798
2231,9.5,104615
934,6.3,42852
810,5.5,83129
1126,9.1,64763
816,8.2,140525
1758,6.2,164731
1321,9.7,58860
1794,8.9,117441
504,6.1,72350
1201,5.5,92337
2012,7.7,53864
1806,9.4,33665
1774,9.6,182110
2189,8.7,115234
843,8.0,163943
1650,6.8,153511
894,5.7,110442
2225,9.7,136904
543,7.2,83201
889,6.6,134018
2308,8.5,88509
1390,7.3,126724
1403,5.5,281410
1233,7.2,162401
740,6.3,180046
2041,5.5,73927
2199,5.8,109990
1834,5.9,126474
2083,6.0,160685
1711,7.7,317312
1340,8.8,85129
1974,8.3,162063
1048,7.8,50185
1448,5.2,212146
1542,7.7,205751
2406,5.2,144178
2011,8.5,154217
1823,6.4,118300
2283,7.2,164623
1604,9.2,209872
1729,5.8,140537
1258,7.7,72674
1684,7.7,96117
1336,9.3,132251
2472,6.0,180163
947,8.6,64220
2308,8.5,70080
1516,9.5,72201
2288,9.0,150170
2215,9.5,68586
1875,5.3,58484
1820,9.5,53494
2244,9.9,175512
2326,6.6,124719
2433,6.3,65569
2438,5.9,184461
1040,6.3,176661
1859,7.7,113468
2395,8.6,94278
1523,5.8,124121
1467,6.5,118336
2327,8.5,63446
1494,7.8,88302
1246,6.4,69937
1141,5.4,76500
1018,7.6,133991
597,7.8,37472
1928,8.9,55334
1082,5.3,118965
2308,8.2,59325
566,8.8,79037
586,6.5,149385
1441,6.9,76318
1029,6.1,189385
1562,5.4,130219
1265,8.4,150596
1823,7.6,144363
905,6.9,21072
1583,6.1,186827
1955,8.8,143167
960,6.1,128988
1647,8.1,276188
2149,9.3,41148
2308,5.8,79365
1544,9.1,60786
2034,7.6,85296
1316,9.1,111246
2334,6.3,89925
2447,6.3,90696
1710,9.6,131512
710,9.5,198409
1694,7.5,157473
703,5.6,126003
2346,9.8,119850
618,8.3,95591
2249,5.5,73865
2184,8.6,71155
1353,9.3,69945
1147,5.1,24897
1973,9.2,67162
526,7.1,57928
891,8.8,153211
2435,8.2,111274
952,5.4,119212
622,9.8,167862
1228,9.5,73151
794,8.2,159226
1960,6.9,62380
2463,8.9,113996
2239,9.0,51094
571,5.3,69394
1844,8.0,105999
2222,8.3,99978
1923,8.4,52184
977,5.7,76210
1324,9.8,67505
1191,8.0,70420
1085,8.9,23683
785,5.1,120220
1773,8.5,185311
755,8.0,140225
2196,5.3,126983
1864,8.1,198792
1673,6.8,84341
2363,7.2,59341
991,6.9,26028
550,9.9,146559
964,8.4,258425
953,7.7,158120
2030,6.2,77719
636,8.7,28039
724,8.0,96472
1977,7.1,89844
1571,7.0,79472
802,5.6,92695
1334,5.1,105477
1224,6.8,59744
1701,6.7,75054
1856,5.5,75503
918,8.8,86929
1916,5.3,80667
2181,9.0,142450
1784,7.6,145577
1512,5.7,138782
1573,9.5,148776
760,7.4,150654
2032,5.7,262984
1128,5.7,82698
1032,7.0,78355
1316,9.3,83880
1330,7.3,67262
882,7.4,65253
2081,6.0,100727
999,6.2,201256
1743,6.8,98333
696,8.0,238048
909,9.7,111723
1742,7.1,62271
1541,9.1,186844
2344,8.0,151803
2178,9.0,86780
1318,8.0,92335
597,5.5,79908
2451,6.1,139660
1148,6.3,55908
2403,7.5,88659
1407,5.6,205613
1818,7.1,90371
587,7.3,88134
2280,9.8,42049
2121,9.3,53035
1299,10.0,24765
1769,6.3,162474
820,7.6,156947
652,6.6,174776
610,9.5,70304
2356,8.7,172841
1538,9.1,130736
2094,6.8,250854
935,6.8,143001
1927,9.3,248777
1759,5.1,287219
1035,10.0,116645
1489,7.8,52061
2437,6.8,104358
715,7.3,64123
1278,5.6,149941
1632,8.3,56400
2016,9.2,95750
778,7.7,64039
1111,7.0,56110
1940,7.4,124462
1380,9.4,190189
1207,6.2,110339
2290,8.6,198685
1308,9.3,118424
2200,5.3,77664
1776,6.9,60040
1808,9.2,79791
741,7.2,124008
699,7.6,35031
1817,9.8,67240
1209,9.9,94732
1250,5.6,129130
1839,5.5,228742
2037,9.0,96859
2115,5.4,86548
1730,7.9,145427
2490,6.8,144726
556,7.7,118275
1631,7.9,90563
1052,8.4,107754
2070,5.3,63613
1991,8.2,185435
1622,6.3,46410
2151,5.3,143416
1986,5.8,76825
716,9.7,198466
916,7.7,130066
2111,6.3,112733
2063,5.8,46914
2364,7.2,275297
1985,9.6,161001
2321,8.3,73717
1601,6.3,173430
1193,5.4,289418
1208,9.6,25689
2322,9.1,60503
1316,9.2,278853
1787,5.1,84797
2296,6.5,112505
2234,9.4,322176
2125,7.7,153151
2399,9.8,89864
924,5.3,103238
1059,9.5,62237
1030,8.0,250692
1978,8.9,75599
1405,5.6,170126
1829,9.3,112438
520,7.9,202327
1480,6.9,49609
1534,8.8,101267
2138,7.7,175412
1912,7.5,132763
955,9.4,146012
2249,6.9,128830
1797,8.9,73935
1935,5.9,20704
1621,5.5,106038
1801,9.7,256638
1577,7.8,160139
2246,9.7,125643
1405,7.1,33763
1140,8.2,51407
1272,8.9,93819
2463,9.0,108668
853,9.9,128578
1155,6.7,34167
1336,5.5,82557
2376,7.1,73184
2304,8.6,185487
1131,6.9,184041
1360,8.4,63990
526,10.0,77439
1818,7.1,54169
1849,6.6,97993
1735,6.9,79820
1370,5.8,104484
1236,8.4,103925
2448,7.6,99884
2037,7.4,153139
2126,6.7,61944
837,8.6,65282
1311,6.3,96292
1630,5.3,157918
2294,7.0,68722
1135,5.9,34572
1392,5.4,46646
2377,6.6,235688
717,5.6,273202
674,9.1,191484
1996,7.0,59597
2066,7.7,152712
2072,9.8,260073
785,5.4,21379
930,8.7,39561
1681,7.0,126547
2373,10.0,187489
1746,9.0,131267
1803,6.2,77519
2250,8.3,108940
2290,8.5,151325
930,6.2,164274
2296,6.6,96078
1852,5.8,234097
1210,7.6,285597
1232,5.6,273922
2361,7.4,61758
2425,6.2,216376
1115,8.3,137572
2087,6.2,206544
822,6.1,141517
1541,9.8,87198
2018,7.6,87108
1232,9.5,214335
2064,8.6,153507
2401,7.7,73451
2364,8.8,141812
1047,8.2,185928
961,7.9,114515
2273,6.5,175467
850,9.0,88766
2186,7.2,111355
837,7.7,128271
1067,8.3,123580
1859,7.6,77084
1596,9.3,46762
628,7.9,218952
1344,5.6,61455
1180,6.7,66187
1102,9.1,130172
648,5.8,77763
752,6.5,100848
1976,5.7,144916
2278,8.5,241167
1649,7.5,122631
1707,5.2,52113
1374,6.6,131239
703,6.6,39306
1765,7.5,55092
564,9.6,155977
2497,9.7,92563
2304,5.1,56883
1624,9.1,63119
1475,8.2,124054
2467,9.3,70626
1527,5.9,95105
1558,8.4,142966
1413,6.7,30269
1753,9.4,172669
1349,8.5,129725
686,8.7,63167
1899,5.4,258786
1158,8.5,44253
2064,8.7,130321
766,9.0,163239
1684,7.6,88353
1672,6.4,99421
1982,9.8,92458
1765,6.9,176930
1350,9.5,87956
2470,7.7,178060
524,5.2,274887
1344,8.3,111752
1925,8.9,58945
1867,9.3,192129
726,6.8,111169
1875,6.4,92985
2394,7.0,96505
1649,6.4,158342
