company_size,salary_usd,benefits_score,company_size_encoded
S,114472,8.3,2
M,115293,6.1,1
S,85770,9.5,2
M,153843,9.8,1
M,119824,8.8,1
M,88480,9.3,1
S,86607,8.8,2
M,185098,5.8,1
S,42629,5.1,2
L,73796,5.8,0
S,145709,7.9,2
M,153383,7.6,1
L,138997,6.3,0
S,52674,7.3,2
S,46073,5.1,2
M,143115,9.1,1
S,133093,5.9,2
M,99958,5.9,1
M,100906,9.6,1
L,73621,7.3,0
M,131785,5.8,1
L,302166,8.4,0
L,230443,7.7,0
S,52678,8.8,2
M,219188,8.2,1
M,63772,8.2,1
S,63461,7.5,2
L,125077,7.5,0
L,157223,6.3,0
L,216895,9.0,0
S,133507,6.8,2
L,207722,8.9,0
L,91743,7.0,0
S,87600,6.5,2
M,78893,9.5,1
S,139691,6.9,2
S,71086,6.7,2
M,38307,5.8,1
L,236250,7.3,0
S,94410,9.5,2
L,239612,5.3,0
L,49846,9.6,0
M,90589,8.8,1
S,75857,7.5,2
S,229106,8.9,2
M,226048,8.8,1
S,74551,5.1,2
S,209614,7.1,2
S,62202,8.3,2
L,76226,5.5,0
M,186638,8.2,1
L,275375,6.0,0
M,59693,5.1,1
L,72671,8.9,0
L,103897,9.2,0
S,101567,9.1,2
L,74940,6.1,0
M,204444,7.0,1
L,264606,6.4,0
S,170883,7.6,2
L,152247,8.5,0
M,75029,8.7,1
M,44910,6.9,1
M,57794,10.0,1
S,155551,8.3,2
L,185612,9.3,0
M,69810,5.9,1
L,108934,8.1,0
M,116867,9.8,1
L,107417,8.2,0
S,60938,6.8,2
L,228287,9.3,0
M,149332,8.9,1
M,101212,9.5,1
L,136111,5.9,0
L,106323,8.7,0
M,156650,5.7,1
M,137174,7.2,1
L,106794,6.1,0
M,229594,7.1,1
M,72245,7.6,1
L,154453,8.6,0
S,64086,5.1,2
L,101108,6.3,0
L,88469,6.0,0
M,111556,5.5,1
S,95017,7.8,2
S,98367,8.7,2
L,92735,5.2,0
M,135039,8.6,1
M,205457,9.3,1
S,86892,5.6,2
L,100067,5.7,0
L,86435,6.1,0
S,69261,7.0,2
S,187635,8.7,2
M,150751,7.4,1
M,117003,8.4,1
L,81733,8.5,0
S,187345,8.3,2
L,143200,7.2,0
S,68868,6.7,2
M,79844,5.4,1
L,158799,6.6,0
L,125614,5.6,0
L,104482,5.3,0
M,196895,6.9,1
M,133125,6.3,1
L,182420,8.9,0
M,151509,5.8,1
M,69352,6.8,1
S,45522,6.9,2
S,43570,8.8,2
M,98915,7.5,1
M,132893,6.9,1
M,97204,9.8,1
M,127523,5.7,1
L,89735,6.2,0
S,97385,5.8,2
S,52180,7.8,2
L,233176,6.6,0
M,151930,9.3,1
M,166632,5.7,1
M,100715,6.0,1
S,74580,5.5,2
M,120355,5.8,1
S,129835,7.4,2
L,143095,8.4,0
M,162582,6.1,1
M,66995,6.0,1
L,99477,8.8,0
L,159574,5.3,0
S,23228,7.5,2
M,173217,6.8,1
L,80075,8.4,0
S,55361,5.8,2
M,93720,5.9,1
M,103590,6.0,1
L,166505,5.3,0
M,150946,9.1,1
L,218604,5.3,0
S,201864,6.0,2
M,77414,5.2,1
S,128494,5.5,2
L,120539,8.7,0
L,60570,5.9,0
S,88260,8.8,2
S,78518,8.7,2
S,97759,6.1,2
M,92686,9.7,1
M,109730,6.5,1
L,61314,5.8,0
M,34450,8.0,1
S,104797,8.8,2
L,143973,9.4,0
M,60516,5.6,1
M,110800,5.9,1
S,83576,5.4,2
L,150796,5.7,0
L,67072,10.0,0
S,51985,6.4,2
M,110993,5.5,1
M,94069,7.7,1
L,146889,5.8,0
S,155346,9.9,2
S,124124,9.7,2
S,137231,7.7,2
S,45728,5.7,2
L,61291,8.3,0
M,64443,6.7,1
M,66409,8.3,1
S,76025,5.0,2
L,211009,5.6,0
L,154995,7.3,0
L,44675,8.5,0
L,87124,5.7,0
L,122808,9.0,0
L,133625,9.2,0
M,71366,7.3,1
S,123920,8.5,2
L,134233,6.4,0
L,109561,8.9,0
L,71713,5.7,0
M,58752,8.0,1
M,118460,8.5,1
M,82449,8.0,1
S,80025,8.2,2
S,221861,7.2,2
L,284268,5.1,0
S,171547,9.2,2
L,323208,5.7,0
M,113656,7.0,1
M,77152,8.4,1
L,222207,6.6,0
S,196407,7.5,2
M,27068,9.7,1
L,99789,6.7,0
S,157360,5.0,2
S,73368,6.3,2
L,130971,8.4,0
S,42371,6.8,2
L,96446,8.2,0
M,253346,5.8,1
M,210688,5.1,1
S,20088,6.7,2
L,115869,5.5,0
M,27041,8.4,1
S,133722,6.4,2
S,75208,5.1,2
M,109705,7.4,1
M,55926,7.0,1
L,154681,9.4,0
M,72975,9.2,1
M,122344,7.0,1
M,78706,9.5,1
S,87488,6.2,2
S,109945,6.6,2
S,128555,6.4,2
M,83558,8.8,1
L,59257,9.6,0
L,211226,8.5,0
S,58429,8.5,2
L,30008,6.5,0
M,63440,9.3,1
S,75902,8.2,2
S,212552,7.9,2
L,105830,9.8,0
M,82250,7.2,1
M,106488,7.2,1
L,147509,6.0,0
L,107129,9.2,0
S,263994,6.4,2
L,115888,5.2,0
M,183653,8.6,1
S,136651,8.5,2
M,138663,6.5,1
S,156452,7.2,2
M,91988,8.5,1
L,170809,9.9,0
L,102306,8.7,0
S,66585,7.9,2
M,207692,9.6,1
M,129361,10.0,1
L,97125,9.3,0
M,97060,9.8,1
L,69840,7.1,0
L,86753,6.7,0
L,120164,8.7,0
M,63400,8.3,1
L,195225,7.9,0
L,121448,5.3,0
S,127574,9.1,2
L,28917,8.5,0
S,175601,8.5,2
S,110916,9.7,2
L,93983,5.2,0
M,323422,7.1,1
L,179355,9.2,0
S,85532,5.9,2
L,44071,8.9,0
M,130737,6.9,1
L,147663,7.6,0
M,269175,6.5,1
L,152150,9.8,0
S,18965,7.6,2
S,293774,9.2,2
M,116082,6.8,1
S,55542,8.0,2
M,136996,9.8,1
L,79319,9.7,0
S,105493,9.8,2
S,58931,8.9,2
L,269865,5.7,0
S,94339,5.9,2
L,295017,6.3,0
S,101293,7.9,2
L,32078,5.5,0
M,99238,8.2,1
S,87032,8.2,2
L,156773,9.8,0
L,61019,8.6,0
M,70543,8.0,1
S,65930,9.7,2
M,61443,7.0,1
L,389007,9.2,0
S,76813,8.4,2
L,98906,7.0,0
S,74348,6.0,2
M,91122,8.6,1
S,185096,9.5,2
M,94648,7.7,1
S,81723,6.2,2
M,249442,9.4,1
M,111472,6.5,1
S,107982,8.4,2
L,106322,8.8,0
L,97096,6.3,0
L,71329,6.6,0
L,204502,7.7,0
L,78540,8.4,0
M,102696,8.7,1
M,140672,5.4,1
L,306231,7.7,0
L,79751,6.5,0
S,59536,7.5,2
M,217273,8.5,1
M,61375,5.2,1
S,84104,9.1,2
M,119885,5.7,1
M,49872,8.6,1
L,83785,5.9,0
S,47263,9.9,2
L,82949,5.5,0
M,85674,5.6,1
S,66353,5.8,2
S,169078,6.9,2
M,181932,7.7,1
S,93368,5.2,2
S,112677,6.3,2
M,145606,6.7,1
S,60885,7.1,2
M,53376,7.0,1
L,75818,8.3,0
L,99061,7.0,0
L,107756,8.1,0
L,75125,7.2,0
S,96840,9.1,2
M,78676,9.9,1
S,206627,7.4,2
L,74509,7.3,0
L,147081,7.6,0
M,148813,8.7,1
M,194557,6.4,1
S,220707,6.4,2
L,83907,8.8,0
M,203429,7.1,1
M,121903,6.9,1
L,97513,7.1,0
L,229343,9.6,0
S,135831,7.3,2
L,229897,5.1,0
S,75572,9.3,2
S,160993,6.6,2
S,81776,5.6,2
L,81570,7.4,0
S,93162,7.2,2
S,227631,6.2,2
L,131380,6.9,0
L,33242,8.7,0
L,336599,7.0,0
L,132545,5.5,0
L,300635,7.8,0
S,94953,7.1,2
S,178775,5.0,2
S,74369,7.9,2
M,75798,6.8,1
L,186114,9.2,0
M,95648,6.4,1
M,359202,7.7,1
S,76073,7.3,2
M,49705,5.1,1
S,98961,6.1,2
M,73832,5.2,1
M,209012,7.8,1
M,114933,6.3,1
M,127420,9.7,1
L,144510,8.4,0
S,99445,8.9,2
L,101862,7.1,0
S,54758,8.2,2
S,93957,6.7,2
L,184257,6.3,0
S,65196,8.6,2
S,121164,5.9,2
S,93873,9.2,2
L,148307,6.2,0
S,145377,9.6,2
M,42525,9.3,1
S,282434,8.2,2
L,209133,8.1,0
L,250333,8.0,0
S,174979,7.5,2
S,101837,6.6,2
M,109223,8.2,1
S,160180,6.1,2
L,52809,6.8,0
M,218360,9.8,1
L,99844,8.3,0
L,191537,6.4,0
M,225775,5.5,1
L,83618,8.9,0
S,167785,8.1,2
S,25456,6.8,2
L,109322,9.2,0
M,100260,10.0,1
M,111999,5.0,1
M,70798,6.7,1
S,75569,6.9,2
L,173910,5.6,0
M,234620,5.6,1
S,54313,5.5,2
S,223033,9.2,2
L,235007,9.2,0
S,68349,8.6,2
L,88924,5.8,0
L,107723,8.2,0
S,100120,5.5,2
S,52959,5.7,2
L,88552,5.8,0
S,152649,5.9,2
L,89988,6.8,0
S,91107,8.4,2
L,144476,6.9,0
M,161347,9.9,1
M,140235,9.6,1
S,148219,8.6,2
S,105601,5.8,2
L,64809,7.2,0
L,78106,9.1,0
M,60250,7.3,1
S,54773,7.9,2
L,111174,5.9,0
L,67798,7.1,0
M,124429,8.1,1
S,61446,6.2,2
S,166025,7.7,2
M,200365,5.6,1
M,68661,6.4,1
L,128591,6.5,0
S,90540,9.9,2
M,98359,7.9,1
M,60172,9.6,1
S,59702,8.0,2
M,231158,5.6,1
S,56253,6.2,2
S,66100,9.7,2
M,43269,8.5,1
L,87445,6.9,0
L,125861,7.0,0
S,218971,5.7,2
L,192168,7.6,0
M,159792,8.3,1
L,228879,7.4,0
S,213850,6.2,2
S,161935,6.1,2
S,46071,8.8,2
M,138140,5.5,1
L,40218,7.2,0
L,69695,6.4,0
L,87123,6.3,0
S,88198,7.3,2
S,64179,9.8,2
M,85336,6.4,1
L,83626,8.6,0
L,103151,6.1,0
L,71248,10.0,0
L,85197,6.8,0
S,48680,9.8,2
M,104442,8.3,1
M,108808,5.9,1
L,222268,8.2,0
M,69400,6.3,1
S,146017,8.4,2
M,128715,6.0,1
M,291772,6.9,1
M,88229,5.3,1
S,125238,6.0,2
S,59375,9.5,2
L,200898,9.4,0
L,70777,8.8,0
M,174280,8.2,1
M,83034,7.6,1
L,80523,6.7,0
L,85363,9.8,0
M,84635,8.4,1
S,92637,7.4,2
S,135123,9.9,2
S,73693,9.1,2
M,62151,7.1,1
S,107829,5.8,2
M,149913,5.7,1
M,147367,5.2,1
M,143496,7.3,1
L,265331,6.3,0
S,72261,5.7,2
S,255237,7.7,2
M,61670,8.0,1
M,92113,6.7,1
L,291884,7.4,0
L,180243,9.9,0
M,57135,8.6,1
S,109488,5.8,2
S,124520,6.9,2
M,127767,7.7,1
M,80406,6.8,1
L,82023,9.6,0
M,128543,8.0,1
M,75558,6.4,1
M,72192,7.4,1
S,68382,8.9,2
S,37162,7.5,2
S,90745,9.5,2
M,68389,8.4,1
S,52150,8.4,2
M,70856,6.1,1
L,70901,8.0,0
S,18392,9.7,2
S,72083,9.8,2
M,80363,8.5,1
L,81508,9.4,0
M,58680,5.9,1
L,127110,9.8,0
L,35777,6.0,0
M,137961,8.2,1
L,93307,6.4,0
L,90828,7.5,0
M,42637,7.8,1
S,183463,5.9,2
L,110858,8.7,0
S,187012,8.1,2
L,267395,5.1,0
S,49037,8.4,2
L,231031,8.1,0
L,265453,7.9,0
S,82540,7.7,2
S,126029,8.1,2
S,224510,8.4,2
L,76405,7.1,0
L,57273,7.8,0
L,78816,7.0,0
S,129597,7.5,2
L,78527,6.5,0
L,147701,8.0,0
L,124500,7.1,0
L,30093,5.6,0
M,95154,5.8,1
S,125964,6.7,2
M,234668,9.0,1
S,72375,6.9,2
L,199511,7.5,0
S,82707,8.9,2
S,49846,5.9,2
S,231076,6.8,2
M,150796,6.2,1
S,116702,8.3,2
L,127076,7.8,0
S,138133,8.0,2
M,72519,7.2,1
L,202605,9.1,0
L,147327,5.9,0
M,35455,8.6,1
M,85603,7.0,1
M,174323,8.9,1
S,138386,8.5,2
S,86425,9.1,2
M,79209,9.2,1
L,93206,6.2,0
S,183144,5.9,2
L,115035,8.1,0
M,52046,7.5,1
M,27042,9.1,1
S,69140,9.2,2
M,54144,8.0,1
M,102140,6.4,1
L,159981,7.1,0
M,52315,6.2,1
L,174231,9.9,0
L,97169,6.1,0
M,143744,5.8,1
S,112243,7.8,2
M,127387,7.7,1
M,131304,8.4,1
L,71777,8.2,0
S,116676,7.6,2
S,126226,9.1,2
S,82894,7.8,2
L,38746,8.4,0
S,92661,9.4,2
M,62143,5.1,1
S,176385,5.3,2
M,81358,5.3,1
M,78489,9.0,1
L,157109,8.0,0
S,154305,8.0,2
S,61309,6.9,2
M,189613,9.1,1
S,214403,6.3,2
M,133222,8.9,1
L,62909,5.2,0
S,19343,9.3,2
S,222547,5.6,2
S,234130,5.8,2
S,215309,7.3,2
S,72372,8.2,2
L,167429,6.5,0
L,171432,6.1,0
L,162301,6.4,0
M,106745,9.2,1
L,169009,6.2,0
M,233941,6.3,1
L,179620,9.6,0
S,128589,9.0,2
L,76779,7.0,0
S,114807,6.6,2
S,126904,6.8,2
L,23823,6.2,0
S,91085,9.9,2
M,123889,8.9,1
M,116702,6.0,1
L,114453,5.2,0
L,127753,5.1,0
L,279320,8.8,0
M,193375,9.3,1
M,199737,7.8,1
S,53228,9.8,2
L,124669,8.1,0
S,139094,9.6,2
L,103028,8.0,0
L,140713,9.0,0
M,93762,9.2,1
M,60042,5.2,1
M,125462,9.1,1
M,79766,7.3,1
S,63995,8.0,2
S,67575,9.8,2
L,180825,7.4,0
S,46588,8.6,2
S,70840,9.0,2
M,40656,5.3,1
S,50149,6.1,2
M,128622,7.4,1
S,100866,5.5,2
L,98292,8.4,0
M,77362,7.9,1
M,78850,5.7,1
L,87737,8.6,0
L,91614,5.5,0
S,186919,9.9,2
M,70265,7.5,1
S,45732,7.4,2
M,36182,7.7,1
S,64887,7.4,2
L,309181,7.6,0
M,93055,7.2,1
M,186453,6.9,1
M,83203,6.9,1
M,188584,9.3,1
S,121863,9.1,2
M,53043,9.8,1
S,105766,9.9,2
S,127422,7.4,2
M,274301,5.4,1
S,107589,7.7,2
M,68293,7.3,1
M,257050,9.9,1
M,154708,6.8,1
S,80788,6.9,2
L,117314,5.2,0
M,117690,5.6,1
L,214411,8.6,0
S,155700,9.8,2
M,111686,9.4,1
S,65656,5.1,2
M,85926,7.2,1
S,130166,5.4,2
L,132900,7.8,0
L,156100,5.2,0
M,133627,6.4,1
S,88478,7.5,2
M,212608,6.5,1
S,58073,9.7,2
L,91448,5.6,0
L,95900,7.6,0
M,179096,6.7,1
M,59907,9.4,1
L,67233,5.8,0
M,203674,6.0,1
M,113013,9.9,1
M,239650,9.1,1
L,237855,8.2,0
M,90048,8.4,1
S,103593,10.0,2
S,118005,7.1,2
M,102645,6.0,1
S,213544,8.2,2
S,99231,6.3,2
M,189940,6.5,1
M,97410,8.7,1
M,115419,9.3,1
M,55421,8.5,1
L,174114,7.6,0
M,223978,7.9,1
M,239199,6.4,1
M,82844,7.1,1
L,122977,7.1,0
M,113326,5.0,1
S,90965,6.0,2
L,134158,5.9,0
M,62279,6.4,1
L,201716,9.8,0
L,165043,9.4,0
M,95834,7.7,1
L,131818,7.0,0
S,86510,6.9,2
L,83243,5.2,0
M,76490,7.4,1
M,239503,9.5,1
L,159699,8.8,0
L,127190,8.3,0
M,61030,8.9,1
S,30719,5.4,2
M,322323,7.2,1
L,239858,6.6,0
L,90256,6.8,0
L,96346,6.8,0
S,227082,8.4,2
S,174649,9.6,2
L,244243,5.9,0
M,140294,6.9,1
L,125410,8.1,0
M,102002,9.7,1
M,70722,8.8,1
S,92261,6.4,2
L,84465,5.0,0
M,73370,6.5,1
S,125995,9.4,2
L,109740,9.7,0
S,126186,7.8,2
S,114618,9.3,2
L,194158,9.5,0
L,68896,6.7,0
L,179602,7.6,0
S,197099,6.6,2
S,63579,7.2,2
S,141152,5.1,2
M,96134,9.4,1
L,127024,6.8,0
M,145838,5.2,1
M,130985,6.5,1
L,154058,5.5,0
S,97591,6.9,2
L,271305,9.3,0
L,98409,7.7,0
L,148798,8.3,0
L,279602,7.6,0
S,95686,9.9,2
M,64322,5.5,1
M,136594,6.7,1
L,82693,8.8,0
S,153976,6.5,2
M,139600,5.5,1
L,249090,5.6,0
S,40276,7.5,2
S,72904,5.0,2
S,64042,8.3,2
L,305717,9.7,0
S,85542,8.6,2
M,62229,6.6,1
S,183034,7.5,2
L,77261,7.2,0
L,101020,6.9,0
S,76948,7.8,2
M,81536,5.4,1
S,95198,6.4,2
L,164093,9.8,0
L,140767,9.1,0
L,102336,5.8,0
L,58994,7.0,0
M,51117,7.0,1
L,82013,8.5,0
S,204881,8.9,2
M,78751,6.5,1
L,130461,9.0,0
S,83311,5.3,2
M,57136,8.5,1
L,109478,9.1,0
L,86990,6.1,0
M,241562,5.8,1
M,21704,7.5,1
S,88065,5.9,2
L,52913,7.7,0
M,60550,6.4,1
L,57164,9.1,0
L,196044,6.4,0
M,205349,7.2,1
L,141845,5.3,0
L,111688,6.3,0
M,68031,10.0,1
L,107527,6.7,0
M,181374,7.3,1
S,118961,9.6,2
L,52835,8.6,0
M,70673,9.1,1
S,94570,5.5,2
L,64693,6.2,0
M,191853,7.4,1
M,114269,9.0,1
M,269818,9.8,1
S,120069,7.3,2
M,86504,6.4,1
L,120570,5.2,0
L,184942,9.6,0
L,89220,5.3,0
M,134492,8.6,1
S,137903,7.2,2
S,139031,5.9,2
L,202153,6.2,0
S,71668,6.0,2
L,89404,8.0,0
M,145615,9.5,1
L,207813,5.3,0
M,142528,6.3,1
M,68097,7.5,1
S,224311,8.8,2
L,114501,6.1,0
L,65825,9.2,0
S,196121,7.6,2
M,94824,5.0,1
M,48808,8.1,1
M,119252,7.6,1
M,77771,8.1,1
S,106474,6.9,2
M,233835,8.9,1
M,95754,8.9,1
S,111708,5.3,2
M,263271,9.6,1
L,201498,8.9,0
M,98345,5.9,1
M,47321,8.8,1
S,76662,9.5,2
L,135115,5.6,0
M,95343,7.6,1
S,19877,6.7,2
M,120340,9.6,1
S,105495,7.8,2
S,23760,8.5,2
M,81420,6.8,1
M,117907,7.7,1
S,96703,8.5,2
S,64544,5.6,2
M,113782,9.9,1
L,128270,5.6,0
S,65592,9.3,2
M,54617,8.7,1
M,82192,6.1,1
L,81981,6.7,0
S,76034,8.0,2
M,24952,9.1,1
S,44314,7.4,2
L,160046,6.3,0
M,224937,7.6,1
S,69057,6.4,2
M,65525,5.6,1
M,231770,6.2,1
S,189743,7.6,2
L,84046,5.7,0
M,58018,8.0,1
L,82096,5.1,0
L,228962,9.5,0
S,59789,7.9,2
S,65661,6.3,2
L,192079,5.7,0
S,98259,8.4,2
M,152980,7.0,1
S,52672,9.1,2
S,22389,9.6,2
M,62477,8.8,1
M,76545,6.9,1
M,86947,6.5,1
M,83441,7.4,1
L,300340,6.7,0
S,149207,5.1,2
L,160666,5.6,0
L,150614,8.0,0
S,55468,9.4,2
M,106627,8.7,1
M,151032,9.4,1
M,62996,5.4,1
S,124463,5.3,2
L,84011,8.4,0
M,108909,9.7,1
M,117099,8.5,1
L,243649,7.0,0
S,85139,9.7,2
S,149890,6.5,2
M,72866,9.4,1
L,26722,6.8,0
L,169001,5.4,0
S,71514,9.3,2
M,128232,6.9,1
M,58091,7.4,1
S,63424,8.8,2
M,65363,6.6,1
M,54587,6.4,1
M,248642,8.6,1
S,64401,7.8,2
S,92513,9.3,2
M,238453,7.8,1
M,99160,7.6,1
L,248599,6.5,0
M,236767,5.0,1
L,110782,8.5,0
L,302161,9.9,0
S,146187,9.7,2
L,94634,6.2,0
M,115988,5.4,1
L,192776,7.2,0
L,33869,7.9,0
M,77360,8.5,1
L,236119,5.4,0
M,99743,5.7,1
S,92399,5.8,2
M,110170,7.4,1
S,198925,5.9,2
M,170795,8.1,1
M,152232,7.5,1
M,308244,6.8,1
L,58771,6.6,0
M,69542,7.1,1
L,99141,7.7,0
L,115731,8.8,0
L,73001,9.9,0
L,354384,7.6,0
M,89933,8.2,1
L,165985,8.6,0
M,84231,7.3,1
S,123845,6.2,2
S,272008,9.3,2
L,338395,6.4,0
M,104347,9.4,1
S,129907,5.7,2
L,75071,7.6,0
L,89718,6.6,0
S,123663,6.3,2
M,232491,9.3,1
L,54167,8.6,0
L,89079,6.6,0
M,194970,8.8,1
S,228547,7.2,2
L,52055,8.6,0
M,57328,8.4,1
S,52301,7.4,2
L,23552,9.5,0
S,135585,6.8,2
L,281620,8.7,0
M,158612,6.9,1
L,104480,8.8,0
S,50599,5.1,2
S,74316,5.8,2
L,91016,6.5,0
L,83508,7.6,0
S,54579,6.9,2
S,147819,10.0,2
S,85094,7.3,2
S,18730,6.0,2
S,89305,6.6,2
S,67597,6.6,2
M,67427,7.4,1
S,80525,8.2,2
M,73119,9.9,1
L,76899,9.6,0
M,71826,5.3,1
M,101327,6.0,1
M,69083,5.2,1
M,90930,7.2,1
M,124784,5.8,1
M,112554,7.1,1
M,138859,7.2,1
L,155807,6.8,0
S,70709,8.1,2
S,20948,9.5,2
M,128719,9.6,1
L,73053,6.1,0
S,127282,8.9,2
S,195816,6.2,2
M,169752,5.7,1
L,105502,5.5,0
S,112014,9.5,2
L,247688,8.2,0
M,74961,6.3,1
L,115927,9.5,0
S,60784,5.9,2
S,88808,9.4,2
L,147363,8.3,0
S,49188,9.3,2
M,159673,7.9,1
M,113403,7.3,1
M,101965,9.9,1
M,75727,7.1,1
S,64011,5.5,2
L,108796,7.6,0
L,235070,5.5,0
M,180679,8.8,1
S,151818,7.9,2
L,106856,6.3,0
M,108490,6.0,1
M,71874,5.5,1
S,202910,8.3,2
L,118893,5.9,0
L,90747,7.1,0
M,55913,5.8,1
S,321130,9.1,2
S,48284,7.0,2
L,93069,9.3,0
L,154216,8.7,0
M,212745,9.0,1
M,148725,5.7,1
S,214868,6.9,2
S,48192,7.6,2
S,53715,6.6,2
S,79419,9.3,2
M,189251,8.1,1
S,82862,9.2,2
S,312798,5.8,2
L,104615,9.5,0
L,42852,6.3,0
M,83129,5.5,1
S,64763,9.1,2
L,140525,8.2,0
L,164731,6.2,0
L,58860,9.7,0
M,117441,8.9,1
L,72350,6.1,0
S,92337,5.5,2
M,53864,7.7,1
L,33665,9.4,0
M,182110,9.6,1
L,115234,8.7,0
M,163943,8.0,1
M,153511,6.8,1
L,110442,5.7,0
M,136904,9.7,1
L,83201,7.2,0
L,134018,6.6,0
M,88509,8.5,1
L,126724,7.3,0
L,281410,5.5,0
M,162401,7.2,1
M,180046,6.3,1
S,73927,5.5,2
M,109990,5.8,1
L,126474,5.9,0
M,160685,6.0,1
S,317312,7.7,2
L,85129,8.8,0
L,162063,8.3,0
M,50185,7.8,1
L,212146,5.2,0
M,205751,7.7,1
L,144178,5.2,0
M,154217,8.5,1
L,118300,6.4,0
L,164623,7.2,0
M,209872,9.2,1
L,140537,5.8,0
S,72674,7.7,2
L,96117,7.7,0
L,132251,9.3,0
L,180163,6.0,0
S,64220,8.6,2
L,70080,8.5,0
M,72201,9.5,1
S,150170,9.0,2
M,68586,9.5,1
L,58484,5.3,0
S,53494,9.5,2
L,175512,9.9,0
M,124719,6.6,1
S,65569,6.3,2
M,184461,5.9,1
L,176661,6.3,0
L,113468,7.7,0
M,94278,8.6,1
L,124121,5.8,0
S,118336,6.5,2
M,63446,8.5,1
M,88302,7.8,1
L,69937,6.4,0
S,76500,5.4,2
L,133991,7.6,0
M,37472,7.8,1
S,55334,8.9,2
M,118965,5.3,1
M,59325,8.2,1
M,79037,8.8,1
L,149385,6.5,0
M,76318,6.9,1
M,189385,6.1,1
M,130219,5.4,1
S,150596,8.4,2
S,144363,7.6,2
L,21072,6.9,0
S,186827,6.1,2
L,143167,8.8,0
M,128988,6.1,1
L,276188,8.1,0
L,41148,9.3,0
M,79365,5.8,1
M,60786,9.1,1
S,85296,7.6,2
L,111246,9.1,0
L,89925,6.3,0
M,90696,6.3,1
S,131512,9.6,2
S,198409,9.5,2
L,157473,7.5,0
M,126003,5.6,1
M,119850,9.8,1
M,95591,8.3,1
M,73865,5.5,1
S,71155,8.6,2
S,69945,9.3,2
M,24897,5.1,1
L,67162,9.2,0
S,57928,7.1,2
M,153211,8.8,1
S,111274,8.2,2
M,119212,5.4,1
S,167862,9.8,2
M,73151,9.5,1
L,159226,8.2,0
M,62380,6.9,1
M,113996,8.9,1
M,51094,9.0,1
L,69394,5.3,0
L,105999,8.0,0
M,99978,8.3,1
L,52184,8.4,0
M,76210,5.7,1
S,67505,9.8,2
S,70420,8.0,2
L,23683,8.9,0
M,120220,5.1,1
M,185311,8.5,1
S,140225,8.0,2
L,126983,5.3,0
L,198792,8.1,0
L,84341,6.8,0
M,59341,7.2,1
M,26028,6.9,1
L,146559,9.9,0
M,258425,8.4,1
L,158120,7.7,0
M,77719,6.2,1
S,28039,8.7,2
M,96472,8.0,1
M,89844,7.1,1
L,79472,7.0,0
L,92695,5.6,0
M,105477,5.1,1
S,59744,6.8,2
M,75054,6.7,1
M,75503,5.5,1
L,86929,8.8,0
L,80667,5.3,0
S,142450,9.0,2
S,145577,7.6,2
L,138782,5.7,0
M,148776,9.5,1
L,150654,7.4,0
L,262984,5.7,0
S,82698,5.7,2
S,78355,7.0,2
L,83880,9.3,0
S,67262,7.3,2
M,65253,7.4,1
S,100727,6.0,2
S,201256,6.2,2
S,98333,6.8,2
S,238048,8.0,2
S,111723,9.7,2
S,62271,7.1,2
L,186844,9.1,0
S,151803,8.0,2
S,86780,9.0,2
L,92335,8.0,0
L,79908,5.5,0
L,139660,6.1,0
S,55908,6.3,2
L,88659,7.5,0
L,205613,5.6,0
L,90371,7.1,0
L,88134,7.3,0
M,42049,9.8,1
M,53035,9.3,1
S,24765,10.0,2
S,162474,6.3,2
M,156947,7.6,1
M,174776,6.6,1
L,70304,9.5,0
S,172841,8.7,2
L,130736,9.1,0
L,250854,6.8,0
L,143001,6.8,0
M,248777,9.3,1
L,287219,5.1,0
S,116645,10.0,2
L,52061,7.8,0
S,104358,6.8,2
S,64123,7.3,2
L,149941,5.6,0
M,56400,8.3,1
S,95750,9.2,2
M,64039,7.7,1
M,56110,7.0,1
S,124462,7.4,2
M,190189,9.4,1
S,110339,6.2,2
M,198685,8.6,1
M,118424,9.3,1
M,77664,5.3,1
M,60040,6.9,1
L,79791,9.2,0
L,124008,7.2,0
S,35031,7.6,2
S,67240,9.8,2
M,94732,9.9,1
L,129130,5.6,0
L,228742,5.5,0
M,96859,9.0,1
L,86548,5.4,0
L,145427,7.9,0
L,144726,6.8,0
L,118275,7.7,0
L,90563,7.9,0
S,107754,8.4,2
S,63613,5.3,2
M,185435,8.2,1
M,46410,6.3,1
S,143416,5.3,2
S,76825,5.8,2
M,198466,9.7,1
S,130066,7.7,2
L,112733,6.3,0
S,46914,5.8,2
L,275297,7.2,0
S,161001,9.6,2
M,73717,8.3,1
S,173430,6.3,2
L,289418,5.4,0
M,25689,9.6,1
M,60503,9.1,1
L,278853,9.2,0
L,84797,5.1,0
S,112505,6.5,2
L,322176,9.4,0
L,153151,7.7,0
L,89864,9.8,0
M,103238,5.3,1
S,62237,9.5,2
M,250692,8.0,1
M,75599,8.9,1
M,170126,5.6,1
L,112438,9.3,0
M,202327,7.9,1
S,49609,6.9,2
S,101267,8.8,2
S,175412,7.7,2
S,132763,7.5,2
S,146012,9.4,2
S,128830,6.9,2
S,73935,8.9,2
S,20704,5.9,2
L,106038,5.5,0
L,256638,9.7,0
L,160139,7.8,0
L,125643,9.7,0
M,33763,7.1,1
M,51407,8.2,1
S,93819,8.9,2
